-BEGIN HEADER-,,,,,,,,,,,Date,T2M,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,,,,,01-08-2017,29.59,,Row Labels,Average of T2M
Dates (month/day/year): 08/01/2017 through 08/01/2023 ,,,,,,,,,,,02-08-2017,28.98,,2017,25.98437908
Location: Latitude  10.2122   Longitude 77.9835 ,,,,,,,,,,,03-08-2017,29.33,,2018,27.32868493
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 218.52 meters,,,,,,,,,,,04-08-2017,29.26,,2019,28.13706849
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,05-08-2017,28.85,,2020,27.47398907
Parameter(s): ,,,,,,,,,,,06-08-2017,29.56,,2021,26.58805479
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,,,07-08-2017,28.67,,2022,26.63553425
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,,,,08-08-2017,27.89,,Grand Total,27.13628095
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,,,,,09-08-2017,28.06,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,10-08-2017,28.06,,,
TS              MERRA-2 Earth Skin Temperature (C) ,,,,,,,,,,,11-08-2017,27.6,,,
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) ,,,,,,,,,,,12-08-2017,28.6,,,
-END HEADER-,,,,,,,,,,,13-08-2017,26.21,,,
YEAR,MO,DY,RH2M,PRECTOTCORR,QV2M,T2M,TS,T2M_RANGE,,,14-08-2017,25.57,,,
2020,6,13,58.75,0.41,14.28,29.45,30.58,13.45,,,27-06-2020,29.43,,,
2020,6,14,59.06,0.08,15.08,29.8,30.69,11.39,,,28-06-2020,29.3,,,
2020,6,15,58.94,0.05,15.69,30.55,31.73,12.38,,,29-06-2020,28.68,,,
2020,6,16,65.06,0.3,16.91,29.75,30.3,8.77,,,30-06-2020,29.13,,,
2020,6,17,63.44,0.4,16.05,29.4,30.23,10.13,,,01-07-2020,27.83,,,
2020,6,18,57.19,0.13,14.59,29.64,30.85,12.02,,,02-07-2020,28.93,,,
2020,6,19,56.94,0.16,14.47,29.51,30.96,11.52,,,03-07-2020,27.05,,,
2020,6,20,56.38,0.03,14.47,29.72,31.13,9.35,,,04-07-2020,27.16,,,
2020,6,21,60.94,0.99,14.4,27.97,28.86,8.76,,,05-07-2020,27.87,,,
2020,6,22,55.12,1.06,14.04,29.69,30.83,10.87,,,06-07-2020,27.48,,,
2020,6,23,49.44,0.02,13.18,30.58,32.11,12.16,,,07-07-2020,28.15,,,
2020,6,24,55.06,6.34,14.28,30,31.4,10.56,,,08-07-2020,27.25,,,
2020,6,25,71.88,21.31,16.3,27.42,28.37,8.93,,,09-07-2020,26.48,,,
2020,6,26,74.62,6.54,17.33,27.8,28.81,9.3,,,10-07-2020,26.42,,,
2020,6,27,66.81,0.48,16.78,29.43,30.44,10.8,,,11-07-2020,27.52,,,
2020,6,28,70.94,8.21,17.94,29.3,30.23,10.98,,,12-07-2020,28.59,,,
2020,6,29,73,4.29,18.01,28.68,29.05,8.09,,,13-07-2020,27.92,,,
2020,6,30,67.12,0.69,16.72,29.13,29.84,11.07,,,14-07-2020,27.91,,,
2020,7,1,65.94,0.01,15.26,27.83,28.33,9.87,,,15-07-2020,28.29,,,
2020,7,2,63.19,1.33,15.5,28.93,29.8,11.8,,,16-07-2020,27.55,,,
2020,7,3,65.19,0.79,14.59,27.05,27.45,8.4,,,17-07-2020,27.41,,,
2020,7,4,67.44,0.89,15.01,27.16,27.61,9.48,,,18-07-2020,27.62,,,
2020,7,5,62.38,0.34,14.28,27.87,28.33,10.41,,,19-07-2020,27.1,,,
2020,7,6,66.31,1.01,15.01,27.48,27.93,9.86,,,20-07-2020,27.01,,,
2020,7,7,66.81,3.93,15.75,28.15,28.87,12.43,,,21-07-2020,26.77,,,
2020,7,8,74.25,14.15,16.85,27.25,27.92,8.03,,,22-07-2020,26.78,,,
2020,7,9,79.12,21.6,17.21,26.48,26.95,6.74,,,23-07-2020,27.33,,,
2020,7,10,79.5,1.97,17.27,26.42,26.82,5.81,,,24-07-2020,26.8,,,
2020,7,11,73.75,6.29,16.85,27.52,28.37,9.24,,,25-07-2020,27.36,,,
2020,7,12,68.88,0.82,16.54,28.59,29.57,11.99,,,26-07-2020,26.98,,,
2020,7,13,73,3.72,17.21,27.92,28.83,8.09,,,27-07-2020,27.73,,,
2020,7,14,74.5,3.19,17.64,27.91,28.24,7.95,,,28-07-2020,27.67,,,
2020,7,15,72.19,0.99,17.33,28.29,28.65,8.55,,,29-07-2020,26.86,,,
2020,7,16,72,1.77,16.54,27.55,27.94,9.37,,,30-07-2020,28.33,,,
2020,7,17,70.31,0.94,15.93,27.41,27.87,8.78,,,31-07-2020,27.91,,,
2020,7,18,69.69,0.38,16.11,27.62,28.42,7.55,,,01-08-2020,27.93,,,
2020,7,19,73.81,4.29,16.6,27.1,27.83,7.26,,,02-08-2020,27.15,,,
2020,7,20,79.12,14.52,17.7,27.01,27.66,7.88,,,03-08-2020,27.19,,,
2020,7,21,78.06,1.11,17.27,26.77,27.56,6.76,,,04-08-2020,26.82,,,
2020,7,22,79.5,0.34,17.7,26.78,27.39,7.16,,,05-08-2020,27.66,,,
2020,7,23,76.88,9.01,17.46,27.33,28.15,8.61,,,06-08-2020,28.48,,,
2020,7,24,78.19,6.53,17.21,26.8,27.42,8.12,,,07-08-2020,28.87,,,
2020,7,25,71.06,1.24,15.93,27.36,28.28,10.85,,,08-08-2020,27.17,,,
2020,7,26,74.12,1.38,16.42,26.98,27.83,8.5,,,09-08-2020,25.95,,,
2020,7,27,71,1.08,16.36,27.73,28.06,9.34,,,10-08-2020,27.03,,,
2020,7,28,70.56,2.73,16.36,27.67,28.06,8.45,,,11-08-2020,28.3,,,
2020,7,29,74.5,6.55,16.54,26.86,27.31,8.96,,,12-08-2020,28.63,,,
2020,7,30,70.56,1.15,16.72,28.33,29.69,11.41,,,13-08-2020,28.4,,,
2020,7,31,74.06,3.44,17.4,27.91,28.7,9.52,,,14-08-2020,28.14,,,
2020,8,1,69.56,3.29,16.11,27.93,28.65,9.98,,,15-08-2020,27.51,,,
2020,8,2,69.19,1.21,15.38,27.15,27.78,10.17,,,16-08-2020,28.14,,,
2020,8,3,71.81,2.38,16.11,27.19,27.62,9.88,,,17-08-2020,28.76,,,
2020,8,4,66.38,1.8,14.59,26.82,26.95,9.53,,,18-08-2020,29.25,,,
2020,8,5,62.38,0.87,14.4,27.66,28.03,8.98,,,19-08-2020,29.05,,,
2020,8,6,67.25,3.45,16.3,28.48,28.88,10.06,,,20-08-2020,28.44,,,
2020,8,7,65.56,1.73,16.11,28.87,29.65,11.43,,,21-08-2020,29.74,,,
2020,8,8,73.06,12.73,16.48,27.17,27.53,9.13,,,22-08-2020,29.81,,,
2020,8,9,78.19,6.3,16.54,25.95,26.03,6.46,,,23-08-2020,29.26,,,
2020,8,10,71.19,0.21,15.69,27.03,27.3,9.98,,,24-08-2020,28.61,,,
2020,8,11,70.25,0.78,16.6,28.3,29.24,12.73,,,25-08-2020,28.35,,,
2020,8,12,66.69,0.32,15.75,28.63,29.64,13.34,,,26-08-2020,27.73,,,
2020,8,13,68.44,0.33,16.17,28.4,29.24,11.83,,,27-08-2020,28.68,,,
2020,8,14,68.25,0.07,15.87,28.14,28.82,12.02,,,28-08-2020,29.67,,,
2020,8,15,69,0.02,15.44,27.51,28.26,12.2,,,29-08-2020,29.37,,,
2020,8,16,68.5,0.05,15.93,28.14,29.25,12.92,,,30-08-2020,29.04,,,
2020,8,17,68.19,0.1,16.36,28.76,30.03,13.48,,,31-08-2020,28.4,,,
2020,8,18,65.75,0.26,16.24,29.25,30.55,13.48,,,01-09-2020,27.8,,,
2020,8,19,67.06,0.03,16.6,29.05,30.1,11.66,,,02-09-2020,26.66,,,
2020,8,20,68.12,0,16.42,28.44,28.98,9.77,,,03-09-2020,26.94,,,
2020,8,21,61.75,0.14,15.62,29.74,30.93,12.69,,,04-09-2020,27.76,,,
2020,8,22,66.75,4.54,17.09,29.81,31.01,11.91,,,05-09-2020,27.37,,,
2020,8,23,70.31,7.07,17.7,29.26,30.15,9.06,,,06-09-2020,27.27,,,
2020,8,24,73,15.4,17.76,28.61,29.47,8.62,,,07-09-2020,27.65,,,
2020,8,25,76.19,5.7,18.43,28.35,29.08,7.96,,,08-09-2020,27.48,,,
2020,8,26,76.75,5.53,18.01,27.73,28.19,6.41,,,09-09-2020,26.73,,,
2020,8,27,68.38,0.29,16.6,28.68,29.35,9.22,,,10-09-2020,25.82,,,
2020,8,28,63.62,4.81,16.05,29.67,31.15,13.37,,,11-09-2020,25.55,,,
2020,8,29,64.69,1.57,16.17,29.37,30.26,11.68,,,12-09-2020,27.04,,,
2020,8,30,66.75,0.05,16.6,29.04,29.76,10.36,,,13-09-2020,26.24,,,
2020,8,31,71.75,4.03,17.4,28.4,28.96,7.76,,,14-09-2020,26.95,,,
2020,9,1,73.94,13.16,17.33,27.8,28.05,7.88,,,15-09-2020,26.2,,,
2020,9,2,76.25,6.88,16.72,26.66,27.18,6.66,,,16-09-2020,27.98,,,
2020,9,3,79.44,15.34,17.76,26.94,27.67,8.04,,,17-09-2020,27.9,,,
2020,9,4,77.56,4.6,18.07,27.76,28.83,9.07,,,18-09-2020,27.94,,,
2020,9,5,77.5,1.12,17.7,27.37,28.3,8.51,,,19-09-2020,27.01,,,
2020,9,6,75.69,8.37,17.09,27.27,28.15,10.57,,,20-09-2020,26.03,,,
2020,9,7,74.19,1.56,17.09,27.65,28.28,10.26,,,21-09-2020,26.64,,,
2020,9,8,77.19,7.73,17.76,27.48,28.07,8.7,,,22-09-2020,27.12,,,
2020,9,9,80.06,10.6,17.64,26.73,26.9,8.11,,,23-09-2020,28.02,,,
2020,9,10,80.25,3.11,16.78,25.82,26.05,7.7,,,24-09-2020,27.83,,,
2020,9,11,77.25,0.97,15.87,25.55,26.02,7.29,,,25-09-2020,26.09,,,
2020,9,12,70.06,1.05,15.38,27.04,27.69,11.55,,,26-09-2020,26.32,,,
2020,9,13,75.69,1.8,16.17,26.24,26.51,8.88,,,27-09-2020,28.14,,,
2020,9,14,69,0.27,15.01,26.95,27.3,11.04,,,28-09-2020,27.64,,,
2020,9,15,73.31,1.66,15.62,26.2,26.26,9.42,,,29-09-2020,27.11,,,
2020,9,16,71.12,0.7,16.42,27.98,28.63,12.16,,,30-09-2020,27.03,,,
2020,9,17,73.19,2.51,16.91,27.9,28.57,11.79,,,01-10-2020,27.3,,,
2020,9,18,69.81,0.91,16.11,27.94,28.37,11.17,,,02-10-2020,27.09,,,
2020,9,19,70,1.77,15.5,27.01,27.4,9.84,,,03-10-2020,26.93,,,
2020,9,20,67.88,1.73,14.34,26.03,26.05,7.87,,,04-10-2020,27.2,,,
2020,9,21,70.5,0.7,15.38,26.64,26.94,10.41,,,05-10-2020,27.95,,,
2020,9,22,66.81,0.31,14.77,27.12,27.87,11.32,,,06-10-2020,28.95,,,
2020,9,23,67.88,0.13,15.69,28.02,28.95,12.51,,,07-10-2020,28.58,,,
2020,9,24,70.75,0.39,16.48,27.83,28.29,10.02,,,08-10-2020,27.23,,,
2020,9,25,78.31,6.2,16.66,26.09,26.44,4.65,,,09-10-2020,26.25,,,
2020,9,26,77.81,0.9,16.66,26.32,26.58,8.12,,,10-10-2020,26.72,,,
2020,9,27,68.94,5.07,16.05,28.14,29.37,12.68,,,11-10-2020,25.37,,,
2020,9,28,75.44,6.25,17.52,27.64,27.94,7.93,,,12-10-2020,26.51,,,
2020,9,29,75.69,5.37,16.91,27.11,27.37,10.3,,,13-10-2020,26.2,,,
2020,9,30,74.56,3.93,16.48,27.03,27.73,10.18,,,14-10-2020,26.8,,,
2020,10,1,69.44,0.04,15.32,27.3,28.08,12.5,,,15-10-2020,27.07,,,
2020,10,2,68.38,0.04,15.01,27.09,27.56,11.16,,,16-10-2020,27.16,,,
2020,10,3,70.44,0.04,15.44,26.93,27.05,10.3,,,17-10-2020,27.38,,,
2020,10,4,66.81,0.02,14.53,27.2,28.07,13.2,,,18-10-2020,27.15,,,
2020,10,5,62.88,0,14.28,27.95,28.55,12.02,,,19-10-2020,27.73,,,
2020,10,6,67.12,22.18,16.3,28.95,30.31,13.43,,,20-10-2020,26.3,,,
2020,10,7,75.25,14.54,18.31,28.58,29.21,9.7,,,21-10-2020,27.01,,,
2020,10,8,81.12,6.89,18.62,27.23,27.17,5.69,,,22-10-2020,25.65,,,
2020,10,9,85.44,20.61,18.55,26.25,26.2,4.72,,,23-10-2020,26.93,,,
2020,10,10,77.19,2.81,16.91,26.72,27.01,9.58,,,24-10-2020,26.47,,,
2020,10,11,79.25,0.88,16.17,25.37,25.31,7.41,,,25-10-2020,27.05,,,
2020,10,12,74.25,0.29,15.99,26.51,26.84,11.69,,,26-10-2020,26.65,,,
2020,10,13,74,0.17,15.75,26.2,26.26,9.39,,,27-10-2020,26.72,,,
2020,10,14,71.56,0.12,15.56,26.8,27.03,11.45,,,28-10-2020,26.69,,,
2020,10,15,72.62,0.2,15.93,27.07,27.66,11.48,,,29-10-2020,26.4,,,
2020,10,16,76.75,0.42,17.15,27.16,28.19,12.89,,,30-10-2020,25.47,,,
2020,10,17,74.69,1.04,16.97,27.38,28.07,9.41,,,31-10-2020,26.63,,,
2020,10,18,75.31,3,16.91,27.15,27.24,8.38,,,01-11-2020,26.57,,,
2020,10,19,72.88,2.9,16.78,27.73,28.26,10.99,,,02-11-2020,26.88,,,
2020,10,20,81.75,15.96,17.7,26.3,26.18,6.43,,,03-11-2020,26.65,,,
2020,10,21,75.81,2.12,16.72,27.01,27.3,10.75,,,04-11-2020,26.44,,,
2020,10,22,79.19,1.92,16.36,25.65,25.75,9.69,,,05-11-2020,25.94,,,
2020,10,23,72.31,0,15.87,26.93,27.42,11.29,,,06-11-2020,25.04,,,
2020,10,24,68.38,0,14.34,26.47,26.9,12.59,,,07-11-2020,25.4,,,
2020,10,25,74,105.44,16.36,27.05,27.84,11.75,,,08-11-2020,25.25,,,
2020,10,26,82.12,43.61,18.13,26.65,26.63,6.61,,,09-11-2020,25.11,,,
2020,10,27,79.31,0.11,17.58,26.72,26.67,6.27,,,10-11-2020,24.33,,,
2020,10,28,78.44,4.17,17.27,26.69,26.59,6.84,,,11-11-2020,24.98,,,
2020,10,29,79.44,4.86,17.15,26.4,26.67,8.39,,,12-11-2020,24.94,,,
2020,10,30,83.69,14.44,17.27,25.47,25.42,5.36,,,13-11-2020,25.26,,,
2020,10,31,75.62,21.28,16.6,26.63,26.15,6.62,,,14-11-2020,25.52,,,
2020,11,1,75.88,0.7,16.6,26.57,26.33,8.11,,,15-11-2020,25.21,,,
2020,11,2,79.31,2.25,17.7,26.88,26.96,7.73,,,16-11-2020,24.96,,,
2020,11,3,81,0.4,17.82,26.65,26.56,6.8,,,17-11-2020,24.9,,,
2020,11,4,83.38,2.51,18.19,26.44,26.48,6.14,,,18-11-2020,24.65,,,
2020,11,5,85.62,23.58,18.07,25.94,26.1,7.19,,,19-11-2020,24.98,,,
2020,11,6,88.44,12.27,17.76,25.04,25.03,7.09,,,20-11-2020,24.62,,,
2020,11,7,88.31,0.67,18.07,25.4,25.55,6.84,,,21-11-2020,24.13,,,
2020,11,8,89.19,5.18,18.19,25.25,25.29,7.26,,,22-11-2020,23.19,,,
2020,11,9,81,0.1,16.05,25.11,25.05,9.17,,,23-11-2020,23.55,,,
2020,11,10,78.81,0.15,14.83,24.33,24.33,10.08,,,24-11-2020,23.34,,,
2020,11,11,82.62,1.98,16.54,24.98,25.02,9.93,,,25-11-2020,25,,,
2020,11,12,92.12,12.04,18.49,24.94,24.85,4.7,,,26-11-2020,25.26,,,
2020,11,13,89.75,13.92,18.31,25.26,25.34,6.16,,,27-11-2020,25.18,,,
2020,11,14,88.19,1.64,18.25,25.52,25.6,6.77,,,28-11-2020,24.87,,,
2020,11,15,91.88,5.85,18.86,25.21,25.13,5.27,,,29-11-2020,24.49,,,
2020,11,16,92.94,38.45,18.74,24.96,24.94,3.98,,,30-11-2020,24.55,,,
2020,11,17,90.44,44.74,18.13,24.9,24.94,5.64,,,01-12-2020,23.83,,,
2020,11,18,91.31,18.75,18.07,24.65,24.49,5.89,,,02-12-2020,24.11,,,
2020,11,19,89.19,6.08,17.88,24.98,25.06,6.34,,,03-12-2020,23.73,,,
2020,11,20,88.56,0.91,17.33,24.62,24.69,6.86,,,04-12-2020,24.34,,,
2020,11,21,84.94,0.02,15.99,24.13,24.26,8.88,,,05-12-2020,24.09,,,
2020,11,22,83.31,0,14.77,23.19,23.14,9.22,,,06-12-2020,24.38,,,
2020,11,23,84.69,0.01,15.56,23.55,23.34,6.92,,,07-12-2020,24.37,,,
2020,11,24,87.25,0.03,15.87,23.34,23.03,5.78,,,08-12-2020,24.74,,,
2020,11,25,86.56,1.97,17.46,25,24.76,6.23,,,09-12-2020,24.59,,,
2020,11,26,86.88,3.9,17.82,25.26,24.82,6.29,,,10-12-2020,23.69,,,
2020,11,27,86.56,16.84,17.52,25.18,25.59,8.08,,,11-12-2020,23.05,,,
2020,11,28,89.06,3.25,17.7,24.87,24.95,5.59,,,12-12-2020,22.9,,,
2020,11,29,90.81,1.25,17.7,24.49,24.45,4.93,,,13-12-2020,22.8,,,
2020,11,30,89.81,0.85,17.58,24.55,24.51,5.7,,,14-12-2020,22.37,,,
2020,12,1,84.69,0.02,15.69,23.83,23.81,8.42,,,15-12-2020,22.94,,,
2020,12,2,85.5,6.54,16.3,24.11,23.83,7.16,,,16-12-2020,22.83,,,
2020,12,3,90.06,25.92,16.91,23.73,23.49,4.98,,,17-12-2020,23.66,,,
2020,12,4,94.25,17.71,18.43,24.34,24.12,4.41,,,18-12-2020,23.73,,,
2020,12,5,94.44,4.35,18.13,24.09,23.87,3.41,,,19-12-2020,22.81,,,
2020,12,6,91.56,10.76,17.82,24.38,24.33,5.12,,,20-12-2020,22.81,,,
2020,12,7,93.56,15.63,18.19,24.37,24.15,3.57,,,21-12-2020,21.72,,,
2020,12,8,90.81,7.6,17.94,24.74,24.84,5.92,,,22-12-2020,21.68,,,
2020,12,9,89.12,2.84,17.4,24.59,24.86,6.86,,,23-12-2020,22.44,,,
2020,12,10,87.38,0.23,16.11,23.69,23.87,7.23,,,24-12-2020,23.22,,,
2020,12,11,86.44,0.04,15.26,23.05,23.19,8.49,,,25-12-2020,22.58,,,
2020,12,12,86.56,0.06,15.32,22.9,22.98,9.86,,,26-12-2020,21.44,,,
2020,12,13,84.69,0.01,14.77,22.8,22.78,9.09,,,27-12-2020,22.13,,,
2020,12,14,83.25,0,14.1,22.37,22.26,9.38,,,28-12-2020,22.38,,,
2020,12,15,87.69,5.42,15.5,22.94,22.96,9.35,,,29-12-2020,23.15,,,
2020,12,16,94.06,9.04,16.66,22.83,22.59,3.7,,,30-12-2020,24.07,,,
2020,12,17,92.75,8.86,17.21,23.66,23.62,4.55,,,31-12-2020,23.99,,,
2020,12,18,91.69,5.87,17.09,23.73,23.69,5.44,,,01-01-2021,22.68,,,
2020,12,19,88.81,1.96,15.56,22.81,22.65,6.06,,,02-01-2021,22.98,,,
2020,12,20,87.94,0.03,15.32,22.81,22.81,7.87,,,03-01-2021,24.19,,,
2020,12,21,88.25,0,14.47,21.72,21.73,7.55,,,04-01-2021,24.31,,,
2020,12,22,87.88,0.12,14.4,21.68,21.62,6.23,,,05-01-2021,24.11,,,
2020,12,23,90.56,0.26,15.62,22.44,22.51,6.52,,,06-01-2021,24.18,,,
2020,12,24,87.94,0,15.81,23.22,23.4,7.81,,,07-01-2021,24.28,,,
2020,12,25,86.81,0,15.01,22.58,22.75,9.02,,,08-01-2021,24.73,,,
2020,12,26,85.38,0,13.67,21.44,21.44,10.16,,,09-01-2021,23.82,,,
2020,12,27,85.06,0.02,14.22,22.13,22.15,10.9,,,10-01-2021,23.27,,,
2020,12,28,83.38,0.01,14.16,22.38,22.38,10.12,,,11-01-2021,23.5,,,
2020,12,29,87.56,0.69,15.75,23.15,23.4,10.03,,,12-01-2021,23.24,,,
2020,12,30,89.31,4.44,17.03,24.07,24.18,8.05,,,13-01-2021,23.47,,,
2020,12,31,91.5,14.57,17.33,23.99,23.92,6.34,,,14-01-2021,23.74,,,
2021,1,1,87.56,1.16,15.2,22.68,22.76,7.73,,,15-01-2021,23.36,,,
2021,1,2,89.38,0.95,15.99,22.98,23.14,9.52,,,16-01-2021,23.93,,,
2021,1,3,90.81,7.69,17.4,24.19,24.23,6.43,,,17-01-2021,22.65,,,
2021,1,4,90.12,12.42,17.4,24.31,24.4,6.21,,,18-01-2021,21.48,,,
2021,1,5,90.56,1.87,17.21,24.11,24.26,5.84,,,19-01-2021,21.92,,,
2021,1,6,89.19,15.42,17.09,24.18,24.17,6.61,,,20-01-2021,23.06,,,
2021,1,7,92.56,19.8,17.88,24.28,24.12,5.07,,,21-01-2021,24.76,,,
2021,1,8,90,9.33,17.82,24.73,24.76,6.23,,,22-01-2021,25.05,,,
2021,1,9,93.88,7.69,17.64,23.82,23.7,4.36,,,23-01-2021,24,,,
2021,1,10,93.19,6.79,16.97,23.27,23.13,3.96,,,24-01-2021,23.05,,,
2021,1,11,91.88,8.3,16.91,23.5,23.35,4.91,,,25-01-2021,22.23,,,
2021,1,12,94.19,19.31,17.15,23.24,22.94,3.26,,,26-01-2021,21.84,,,
2021,1,13,94,20.53,17.33,23.47,23.26,3.76,,,27-01-2021,21.37,,,
2021,1,14,92.31,14.7,17.27,23.74,23.76,5.78,,,28-01-2021,22.06,,,
2021,1,15,94.44,22.66,17.33,23.36,23.26,4.16,,,29-01-2021,23.04,,,
2021,1,16,91.38,23.11,17.27,23.93,24.04,6.99,,,30-01-2021,23.64,,,
2021,1,17,87.12,1.26,15.14,22.65,22.76,9.28,,,31-01-2021,23.26,,,
2021,1,18,87.12,0.03,14.22,21.48,21.44,10.39,,,01-02-2021,22.79,,,
2021,1,19,84.38,0,13.92,21.92,21.72,10.53,,,02-02-2021,22.72,,,
2021,1,20,86.44,0.02,15.38,23.06,23.11,8.43,,,03-02-2021,22.87,,,
2021,1,21,89.5,0.08,17.7,24.76,25.02,7.95,,,04-02-2021,22.34,,,
2021,1,22,88.38,0.28,17.76,25.05,25.31,7.77,,,05-02-2021,21.84,,,
2021,1,23,88.06,0.16,16.54,24,24.23,7.29,,,06-02-2021,22.1,,,
2021,1,24,86.06,0,15.26,23.05,23.19,8.62,,,07-02-2021,21.42,,,
2021,1,25,86,0,14.59,22.23,22.23,9.45,,,08-02-2021,21.37,,,
2021,1,26,83.69,0,13.79,21.84,21.8,10.44,,,09-02-2021,21.22,,,
2021,1,27,82.12,0,13,21.37,21.41,10.61,,,10-02-2021,20.73,,,
2021,1,28,84.94,0,14.1,22.06,22.08,10.62,,,11-02-2021,20.69,,,
2021,1,29,87.12,0.08,15.5,23.04,23.29,10.01,,,12-02-2021,20.77,,,
2021,1,30,87.19,0.1,16.05,23.64,23.83,8.59,,,13-02-2021,21.65,,,
2021,1,31,85.75,0,15.32,23.26,23.47,9.25,,,14-02-2021,22.3,,,
2021,2,1,85.56,0.08,14.95,22.79,22.94,9.85,,,15-02-2021,23.32,,,
2021,2,2,85.94,0.11,14.95,22.72,22.91,10.15,,,16-02-2021,24.27,,,
2021,2,3,86.12,0.03,15.08,22.87,22.98,9.22,,,17-02-2021,24,,,
2021,2,4,82.12,0,13.73,22.34,22.53,10.27,,,18-02-2021,24.05,,,
2021,2,5,82.62,0,13.43,21.84,21.98,11.26,,,19-02-2021,24.51,,,
2021,2,6,82.25,0,13.61,22.1,22.19,11.11,,,20-02-2021,25.32,,,
2021,2,7,79.69,0,12.45,21.42,21.36,12.4,,,21-02-2021,25.72,,,
2021,2,8,81,0,12.76,21.37,21.44,12.03,,,22-02-2021,25.34,,,
2021,2,9,81.69,0,12.82,21.22,21.4,12.13,,,23-02-2021,25.28,,,
2021,2,10,80.56,0,12.33,20.73,20.94,12.73,,,24-02-2021,24.96,,,
2021,2,11,79,0,11.9,20.69,20.8,13.55,,,25-02-2021,25.27,,,
2021,2,12,79.19,0,12.08,20.77,20.96,13.8,,,26-02-2021,25.87,,,
2021,2,13,77.62,0,12.27,21.65,21.88,13.62,,,27-02-2021,26.19,,,
2021,2,14,75.94,0,12.45,22.3,22.56,13.4,,,28-02-2021,25.29,,,
2021,2,15,77.69,0,13.61,23.32,23.81,14.07,,,01-03-2021,25.12,,,
2021,2,16,78.94,0,14.71,24.27,24.91,11.55,,,02-03-2021,25.07,,,
2021,2,17,79.31,0,14.59,24,24.69,11.44,,,03-03-2021,24.3,,,
2021,2,18,80.38,0.09,14.95,24.05,24.68,11.09,,,04-03-2021,24.47,,,
2021,2,19,81.19,0.08,15.5,24.51,25.4,12.58,,,05-03-2021,25.07,,,
2021,2,20,81.94,3.28,16.48,25.32,25.92,9.73,,,06-03-2021,26.12,,,
2021,2,21,80.81,1.27,16.54,25.72,26.58,9.3,,,07-03-2021,26.89,,,
2021,2,22,79.56,0.08,15.93,25.34,26.3,9.79,,,08-03-2021,27.15,,,
2021,2,23,77,0.01,15.08,25.28,26.11,12.5,,,09-03-2021,27.26,,,
2021,2,24,75.25,0,14.4,24.96,25.85,11.71,,,10-03-2021,26.59,,,
2021,2,25,71.62,0,13.79,25.27,26,13.15,,,11-03-2021,26.77,,,
2021,2,26,65.06,0.11,12.76,25.87,26.23,14.62,,,12-03-2021,26.55,,,
2021,2,27,63.12,0.03,12.45,26.19,26.67,14.27,,,13-03-2021,26.53,,,
2021,2,28,66.88,0,12.63,25.29,25.74,14.62,,,14-03-2021,27.17,,,
2021,3,1,69.44,0,13.12,25.12,25.6,14.97,,,15-03-2021,27.14,,,
2021,3,2,71,0,13.37,25.07,25.65,14.48,,,16-03-2021,27.4,,,
2021,3,3,71.25,0,12.88,24.3,25.02,15,,,17-03-2021,27.36,,,
2021,3,4,72.06,0,13.24,24.47,25.55,14.23,,,18-03-2021,26.4,,,
2021,3,5,70.38,0,13.18,25.07,26.25,15.59,,,19-03-2021,27.15,,,
2021,3,6,68.44,0,13.49,26.12,27.33,15.7,,,20-03-2021,27.98,,,
2021,3,7,70.38,0,14.71,26.89,28.05,14.95,,,21-03-2021,28.37,,,
2021,3,8,73.19,0.02,15.99,27.15,28.55,11.95,,,22-03-2021,27.91,,,
2021,3,9,71,0.04,15.5,27.26,28.83,12.16,,,23-03-2021,28.37,,,
2021,3,10,76.38,1.79,16.3,26.59,27.83,11.06,,,24-03-2021,27.69,,,
2021,3,11,75.06,2.68,16.17,26.77,27.83,9.59,,,25-03-2021,27.85,,,
2021,3,12,69.75,0.45,14.53,26.55,27.9,11.95,,,26-03-2021,28.15,,,
2021,3,13,70.38,0,14.65,26.53,28.13,14.26,,,27-03-2021,28.9,,,
2021,3,14,68.31,0,14.53,27.17,28.74,14.5,,,28-03-2021,28.76,,,
2021,3,15,63.44,0,13.24,27.14,28.51,15.39,,,29-03-2021,29.34,,,
2021,3,16,63.5,0,13.49,27.4,28.8,15.92,,,30-03-2021,30.24,,,
2021,3,17,64.44,0,13.73,27.36,28.78,14.66,,,31-03-2021,31.37,,,
2021,3,18,65.81,0,13.49,26.4,27.23,11.86,,,01-04-2021,31.78,,,
2021,3,19,61.5,0,13.06,27.15,28.79,14.51,,,02-04-2021,31.6,,,
2021,3,20,63.19,0.01,14.22,27.98,29.86,12.77,,,03-04-2021,32.44,,,
2021,3,21,57.88,0.01,13.18,28.37,29.96,13.25,,,04-04-2021,32.29,,,
2021,3,22,65.62,3.43,14.65,27.91,29.17,12.69,,,05-04-2021,32.17,,,
